CRN_0010A15A3B66FCCA2F8B491F7B470A75	#キュポルレダは要ナエル大会管に魔族が集まったとします。急いでよナエル大会管に移動してください。
CRN_0015A8F75BD0D9EE0C823E9F494E559A	#多なったんだ。{nl}今これをインストールするだけでかなっている。
CRN_0016B3BD3A4E5C61B6FCABC0F9183B97	#ああ、はい。{nl}よく集めてこられましたが..
CRN_0018766AA9851270EF7A8CB1B80E8F33	#(skaika、くちばし)
CRN_00298C0839D89CA0227F865DDE88A8AD	#オスカーラスは現在、実験群に物質を接触して経過を見てみようし。実験群に物質を接触します。
CRN_003B05DCFD03D6D0F61FB8F7F6081024	#(skaldytu、折れ)
CRN_003DCE8FA29EACD5C4DDA6F1D33C1E50	#すでに確認した薪だ。
CRN_004268B8EAE6D15FD0B1224F7EE561E9	#レッドオーブ：緑プルラマその
CRN_00436FE1F22FFCB6E36D7214379A593B	#最も最北端の高原(空っぽ、tustinti)
CRN_004E15957B4246D0BE78FD8B1ECE322F	#レッドオーブ：ああクラスペタル
CRN_0060EAC3807319B423E189A8B2AE8DFD	#本当にありがとう。あなたじゃなかったら、私はずっと隠れたまま何もなかったか分からない。{nl}お礼をしたい何いいか。もしかしたら本に興味を持って？
CRN_0061DBD799A6AAE705A02607F32BA083	#魔族数の減少2区域2_1->魔族数の減少2区域2_2
CRN_0071D0127022E8FAC3378CC5AEFA5E97	#さっきも言いましたが私の見解でこの場所は人暮らしに適した場所です。{nl}肺からも逃げてきた人々が新たに定着するにもまともなところという意味で。{np} {nl}難民を定着するようにするためには、このところのクゲイリーを整理する必要がね。{nl}ところが、その前に、その怪獣の人を処断していないといけない。{np} {nl}そうでなくとも呪いのために奴を追跡するのに多くのヒムドゥルドン始めている。{nl}あなたが私を助けることができている場合いいのに。{np} {nl}が、通常は相手ではなく、ある程度強くなくては不要な犠牲者だけ増えるドゥェルゴル歳。{nl}私はあなたの実力を試験みても大丈夫か？
CRN_0072C5D91B2F23144E81087996CC74A9	#ぼろ屠殺
CRN_008D7E4317D649A8BC858ED228FB3AFB	#ベムジュディス避難所
CRN_0092A2D5CDB5B4749633E9647D331C81	#どこ隠したのだろう(5)
CRN_009C18DB037BAEC431DF551750C74B87	#{@st43}第四{/} {nl}城壁の管理ウィザードでは、植物を殺すか、または成長を防ぐ薬を研究していた。{np} {@st43}第三{/} {nl}緑に反応する魔法陣がある。{nl}この魔法陣は、最高級の機密である。{np} {@st43}第二{/} {nl}の施設管理台帳には、軍の施設と見えにくい場所やデバイスが出ている。{np} {@st43}最初の第{/} {nl}壊れた魔法陣や魔法石が残っている。
CRN_009C1C3F3E2D81E690BF9901BBCEC470	#5区に向かって行く途中ポータルから溢れ出てきた魔族に襲撃されました。メでもと会話しましょう。
CRN_00A2001739A16EFF7488AE2B0B167394	#ルーパス
CRN_00A8E054633E7E877DD5A9356351343F	#足二つが並んで
CRN_00C95E95DB9E14E2372A694948C06C23	#ただし、このところの生活が以前より多くのよく長い虐待それでも安心はできません。{nl}助けを受けていない以上そう生命にも限界が来てよ。
CRN_00CBEBB2C1ADDF1CD8D1F0D77D46F976	#拘束デバイスを破壊した。キュポルメでもと会話しましょう。
CRN_00D81A2760AE5E02ADBBB2A2600B587A	#メルカバ：移動速度減少
CRN_00DC19EBD8E0A0428301C0E5793913E6	#ケンタウロス粉塵
CRN_00DE41487FB92495A3774616E0C0454E	#ピスチス森 - >と違う森
CRN_00E62C06F468C9ADF87EE9C4B7C323C9	#絶望の倍：沈黙
CRN_00E6AD6CD787D09D0F8465883F8F791E	#アルティメットディメンション：強化
CRN_00EAD3C4C7A7C2FE9AA382EEA3E3A40F	#避難者の代表わからないスは、近隣で何か見つけたようです。
CRN_0100720BBDC06248F59CB6EE079D6720	#クゲイリーの布
CRN_0102F1AD1C2DABED35325B01FFDBD4C5	#隠された部屋調査
CRN_01037DB2108E70892C875736AC42D64D	#大腸フクロウ
CRN_0110714C41F6A9FD7D5FFC6CEF36894E	#小聖堂の地下1階 - >小聖堂地上1階
CRN_0115BDFE4CF2EBE49717A2982423ED9E	#使用時に66 TPを取得します。使用してキャラクターインベントリから受領時に契約撤回はできません。
CRN_0120ACA54D6E91E32910AEB27203B7C5	#気をつけて行ってらっしゃい。{nl}是非最後に残った弟首里四様の痕跡をぜひ回収してください。
CRN_012303648EEBE3B91C9559625D8E2961	#機器のディーラーああカラーベース
CRN_012CDCCFB03D103FF60CB331866F4F36	#レッドオーブ：オレンジ、その噂
CRN_01396A98F8848DD21B5A7BDD82D47342	#ブラシミッキーレザーグローブ
CRN_013E16E2041D2A2E90626365369D3F3D	#内部訓練場
CRN_0146F24A19EFCC2FCBF1AE54C61459C7	#インドラちゃんは魔族バルテリースを破り、彼奪った王陵の箱を回収しなければ王陵の入口を継続調査することができるとします。ああペイゴス祭壇を調査中バルテリースを見つけて、彼を物理パット。
CRN_014F16890ABF69F417B348FB53AFAA12	#濃縮守護のポーションLV8
CRN_0156755F1FF97EAC53B0FCA9854D7892	#青い東洋紡ル
CRN_015A7CCBBE817541A56D65335A8E1DB2	#300 TP
CRN_015E32E19FDB4E5A6468F9A8E5B6419F	#ペルケ神殿から - >圧セムタ水源地
CRN_016C9219A10236930207BA8F2FBEE694	#ケドラ上部ウォンアルタが要求されたモンスターたちから発見された鍾乳石の塊です
CRN_0171C85EA98F5E66FAD2A0D011813222	#ベラ沿岸 - >やハースの森
CRN_017D0587C33AE5538D136DCCFD250B9D	#ブルーオーブ：ああクラスベオン
CRN_0189E849BDE173BC5D284377C0FEC254	#この近くで育つピスチスプールの根をキャッシュするようにしてください。
CRN_018A91869F4AD847B33AD0CAC7007859	#ブルーオーブ：ビルカス
CRN_018EA13940DD9DB80FA93C0D484B06AE	#ランダムバンドボックス(3日)
CRN_0191E2CE8FB3EF16FD3937493C974409	#キュポルレダは何かを探している魔族のためにあなたにお願いがあるようです。
CRN_019577ABE205B8138F6F322DCBCDABB3	#金庫ボックス(足場OBB)
CRN_019EB5A9E75F1AAC9064C0B7836A4D62	#アウレルス
CRN_01A17CB5E6C8D726A970C98D3E967B24	#今、求めようこそ方策修理のための足場を青年に分けてくれて方策を修理するでしょう。
CRN_01A4B3E00E5ED16B08DC36C704587B93	#解毒剤を飲んだ後、毒の瓶を削除
CRN_01A5DF3B7BAEB578438A745CC8460EEA	#混乱付与確率#{CaptionRatio}#%{nl}持続時間10秒
CRN_01AAE4F4B096C94C6971772EDAB05336	#最も西の原野(nepatogu、散らかした)
